Published_Airline_IATA_Code,landing_count,passenger_count,total_landed_weight,number_of_airplanes,total_cost_$m,fleet_age_average,fleet_age_distribution,published_airline_air_berlin,published_airline_air_canada,published_airline_air_china,published_airline_air_new_zealand,published_airline_alaska_airlines,published_airline_all_nippon_airways,published_airline_allegiant_air,published_airline_american_airlines,published_airline_asiana_airlines,published_airline_cathay_pacific,published_airline_china_airlines,published_airline_emirates,published_airline_etihad_airways,published_airline_frontier_airlines,published_airline_hawaiian_airlines,published_airline_japan_airlines,published_airline_jet_airways,published_airline_philippine_airlines,published_airline_qantas_airways,published_airline_singapore_airlines,published_airline_spirit_airlines,published_airline_thomas_cook_airlines,published_airline_turkish_airlines,published_airline_united_airlines,published_airline_virgin_america,geo_summary_domestic,geo_summary_international,price_category_code_low_fare,price_category_code_other,landing_aircraft_type_0.17855239944516121,landing_aircraft_type_0.6631465954645208,geo_region_asia,geo_region_australia_/_oceania,geo_region_canada,geo_region_europe,geo_region_middle_east,geo_region_us
AB,14.0,2059,5612965.0,130.0,13505.0,8.683333333333334,2.458793742196906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
AC,11.0,40004,826100.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,57.0,13308,8735100.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CI,41.0,10208,18710637.0,103.0,20948.0,6.733333333333334,5.547071299343465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
CX,3.0,16576,1369071.0,201.0,49647.0,12.459999999999999,7.22683271641949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
MT,8.0,1985,3165838.0,95.0,12787.0,13.981818181818182,6.201744622574875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
OZ,31.0,7425,14010357.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
PR,5.0,9438,2094390.0,81.0,12151.0,7.257142857142858,5.3297458172215375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
QF,26.0,6993,16534000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
UA,2.0,128547,760000.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
VX,26.0,238212,3707069.0,63.0,6090.0,7.75,2.0506096654409878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
AA,28.0,51018,11110400.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,14.0,28940,1051400.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,22.0,10725,3383600.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CX,26.0,20998,11865282.0,201.0,49647.0,12.459999999999999,7.22683271641949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
F9,16.0,16558,2151712.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
OZ,26.0,8026,16970000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
QF,24.0,7111,15225000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
UA,21.0,121789,7980000.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
VX,48.0,233359,6878416.0,63.0,6090.0,7.75,2.0506096654409878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
AA,31.0,52503,12300800.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,15.0,30541,2017230.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,11.0,3962,1675300.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CI,10.0,10388,4563570.0,103.0,20948.0,6.733333333333334,5.547071299343465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
CX,29.0,23781,13234353.0,201.0,49647.0,12.459999999999999,7.22683271641949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
F9,8.0,17661,1372160.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
OZ,26.0,8012,16862000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
QF,28.0,9060,17759000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
UA,9.0,134154,1279782.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
VX,13.0,224879,1791244.0,63.0,6090.0,7.75,2.0506096654409878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
AA,64.0,26676,9012492.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,48.0,34523,8232960.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,9.0,5784,1382700.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CI,13.0,12545,5932641.0,103.0,20948.0,6.733333333333334,5.547071299343465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
CX,27.0,24951,12321639.0,201.0,49647.0,12.459999999999999,7.22683271641949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
F9,10.0,19873,1715200.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
HA,63.0,17559,25278183.0,49.0,7681.0,12.266666666666666,7.523518680333913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
OZ,26.0,9280,16818000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
QF,30.0,8024,19054000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
UA,17.0,131123,2342413.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
VX,19.0,208182,2718297.0,63.0,6090.0,7.75,2.0506096654409878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
AA,27.0,19841,10713600.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,29.0,35229,3933048.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
CI,12.0,10845,5476284.0,103.0,20948.0,6.733333333333334,5.547071299343465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
CX,24.0,20036,10952568.0,201.0,49647.0,12.459999999999999,7.22683271641949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
F9,7.0,17199,1200640.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
HA,56.0,13366,22469496.0,49.0,7681.0,12.266666666666666,7.523518680333913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
OZ,20.0,8193,13028000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
UA,14.0,128680,1049398.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
AA,323.0,21967,24282494.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,39.0,36266,6689280.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,6.0,4534,932800.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
CX,25.0,23723,11408925.0,201.0,49647.0,12.459999999999999,7.22683271641949,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0
F9,31.0,19305,4590917.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
OZ,26.0,8432,16846000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
QF,27.0,8419,17129000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
UA,46.0,142492,6541108.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
AA,331.0,25446,24883918.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,1.0,36013,152800.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,8.0,5727,1236400.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
F9,13.0,10707,1925522.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
OZ,24.0,8878,15594000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
UA,38.0,132855,5977400.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
AA,897.0,26229,153835500.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,14.0,38517,4478600.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,84.0,2983,12033921.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
F9,9.0,8600,1286396.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
OZ,29.0,7750,18940000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
UA,8.0,132613,4432000.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
AA,205.0,27807,29520000.0,1410.0,121013.0,10.999999999999998,7.370413828273145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
AC,6.0,46329,2952000.0,214.0,32213.0,14.7,7.780424152962356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0
AS,4.0,774,551152.0,225.0,13865.0,8.799999999999999,5.971041226899487,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
F9,8.0,11347,1140891.0,64.0,6299.0,6.1000000000000005,5.610704055642215,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
MT,12.0,3104,4742143.0,95.0,12787.0,13.981818181818182,6.201744622574875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0
OZ,25.0,8914,16260000.0,104.0,20560.0,10.379999999999999,6.370382859591547,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0
QF,26.0,8691,16464000.0,354.0,34894.0,12.658823529411764,7.07018907310206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0
UA,8.0,149286,599656.0,730.0,90037.0,15.562500000000002,6.332216380203245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
